1,2018-09-08 02:07:44.197025,72.0
2,2018-09-08 02:07:45.219925,71.0
3,2018-09-08 02:07:47.264800,72.0
4,2018-09-08 02:07:49.308442,70.0
5,2018-09-08 02:07:50.332352,72.0
6,2018-09-08 02:07:51.356588,69.0
7,2018-09-08 02:07:53.400190,71.0
8,2018-09-08 02:07:54.424086,74.0
9,2018-09-08 02:07:55.448253,70.0
10,2018-09-08 02:07:57.491938,70.0
11,2018-09-08 02:07:58.515927,71.0
12,2018-09-08 02:07:59.540008,72.0
13,2018-09-08 02:08:01.583625,71.0
14,2018-09-08 02:08:02.607759,73.0
15,2018-09-08 02:08:04.651277,70.0
16,2018-09-08 02:08:05.675338,70.0
17,2018-09-08 02:08:06.699510,70.0
18,2018-09-08 02:08:08.743184,70.0
19,2018-09-08 02:08:09.767101,71.0
20,2018-09-08 02:08:10.791249,69.0
21,2018-09-08 02:08:12.835059,70.0
22,2018-09-08 02:08:13.858838,71.0
23,2018-09-08 02:08:14.883004,71.0
24,2018-09-08 02:08:16.926689,74.0
25,2018-09-08 02:08:17.950757,74.0
26,2018-09-08 02:08:18.974925,71.0
27,2018-09-08 02:08:21.018373,72.0
28,2018-09-08 02:08:22.042507,71.0
29,2018-09-08 02:08:23.066685,72.0
30,2018-09-08 02:08:25.110152,72.0
31,2018-09-08 02:08:26.134269,70.0
32,2018-09-08 02:08:27.158420,69.0
33,2018-09-08 02:08:29.201893,74.0
34,2018-09-08 02:08:30.225998,72.0
35,2018-09-08 02:08:31.246576,71.0
36,2018-09-08 02:08:33.293525,73.0
37,2018-09-08 02:08:34.317691,75.0
38,2018-09-08 02:08:35.338242,75.0
39,2018-09-08 02:08:37.385305,73.0
40,2018-09-08 02:08:38.409429,73.0
41,2018-09-08 02:08:39.429973,73.0
42,2018-09-08 02:08:41.477029,73.0
43,2018-09-08 02:08:42.501174,70.0
44,2018-09-08 02:08:43.521712,70.0
45,2018-09-08 02:08:45.568725,72.0
46,2018-09-08 02:08:46.589219,69.0
47,2018-09-08 02:08:47.613349,72.0
48,2018-09-08 02:08:49.660450,71.0
49,2018-09-08 02:08:50.681141,70.0
50,2018-09-08 02:08:51.705087,71.0
51,2018-09-08 02:08:53.752224,69.0
52,2018-09-08 02:08:54.772725,71.0
53,2018-09-08 02:08:55.796837,71.0
54,2018-09-08 02:08:57.843972,71.0
55,2018-09-08 02:08:58.864583,65.0
56,2018-09-08 02:08:59.888766,72.0
57,2018-09-08 02:09:01.932427,70.0
58,2018-09-08 02:09:02.956413,70.0
59,2018-09-08 02:09:03.980510,70.0
60,2018-09-08 02:09:06.024021,73.0
61,2018-09-08 02:09:07.048098,74.0
62,2018-09-08 02:09:08.072251,70.0
63,2018-09-08 02:09:10.116003,72.0
64,2018-09-08 02:09:11.139852,72.0
65,2018-09-08 02:09:12.163992,70.0
66,2018-09-08 02:09:14.207646,73.0
67,2018-09-08 02:09:15.231745,74.0
68,2018-09-08 02:09:16.256023,70.0
69,2018-09-08 02:09:18.299371,72.0
70,2018-09-08 02:09:19.323508,70.0
71,2018-09-08 02:09:20.347680,69.0
72,2018-09-08 02:09:22.391147,71.0
73,2018-09-08 02:09:23.415258,70.0
